complaint_id,date_received,district_column,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,my_column,complaint_id_1,complainant_sex,complainant_race,complainant_age,objectid_1
24-0627,12/4/2024 5:00:00,15,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-6-22, while in the confines of the 15th District, an officer violated departmental policy. They were improperly arrested after the parent of their children falsely reported a kidnapping.",2022-08-06,NA,2440,1500,24-0627,Male,Black,36,2521
24-0628,12/4/2024 5:00:00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-4-24, while in the confines of the 12th District, they did not receive proper service from an unknown 12th District supervisor. Their vehicle was recovered after it was reported stolen. The complainant states that they were not notified of the recovery of their vehicle. The complainant states that because they were not notified, their vehicle was auctioned off.",2024-10-04,NA,2441,1200,24-0628,Female,Black,,2522
24-0629,12/5/2024 5:00:00,9,LACK OF SERVICE,"According to the complainant, on 11-27-24 at 11:45 AM, they did not receive proper service from an unknown 911 call-taker. They called 911 for assistance after their patient did not answer the door. The complainant states that officers, as well as emergency medical personnel did not respond. When the complainant was able to gain access to the property, the patient was found deceased.",2024-11-27,11:45:00,2442,0900,24-0629,Male,,,2523
24-0630,12/5/2024 5:00:00,26,UNPROFESSIONAL CONDUCT,"According to the complainant, on 1-5-24 at 6:48 AM, while in the confines of the 26th District, they did not receive proper service and were treated unprofessionally by 26th District officers. An officer failed to write an accurate report. On 12-1-24 at 3:20 PM, they went to the district and the officer failed to rewrite the report. Another officer did write a report in reference to the matter but refused to give them a copy, even though they paid for a copy of the original report that was written incorrectly.",2024-01-05,06:48:00,2443,2600,24-0630,Female,Black,25,2524
24-0631,12/5/2024 5:00:00,18,*UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-18-24 at 2:00 PM, while in the confines of the 18th District, they did not receive proper service and were treated unprofessionally by a detective assigned to Southwest Detective Division. The detective failed to take police action. While on the phone with the detective, they acted in a rude and unprofessional manner.",2024-11-18,14:00:00,2444,1800,24-0631,Female,Black,49,2525
24-0632,12/5/2024 5:00:00,14,UNPROFESSIONAL CONDUCT,"According to the complainant, 12-4-24 at 4:40 PM, while in the confines of the 14th District, they had had just gotten off the bus and flagged down a patrol car. The complainant states that they told the officer that an individual had threatened them with a gun. The complainant states that the officer was rude and dismissive towards them.",2024-12-04,16:40:00,2445,1400,24-0632,Male,Black,69,2526
24-0633,12/5/2024 5:00:00,35,LACK OF SERVICE,"According to the complainant, while in the confines of the 35th District, they called 911 on 11-18-24 at 9:40 AM and 9:30 PM, to their residence, because of an ongoing conflict with their landlord. The complainant states that on two separate occasions, their landlord sent several individuals to break into their residence and threaten them. The complainant states on both occasions one of the offenders were still on location. The complainant states that individuals were not arrested on either occasion by the officers.",2024-11-18,09:40:00,2446,3500,24-0633,Female,Black,35,2527
24-0634,12/5/2024 5:00:00,12,LACK OF SERVICE,"According to the complainant, on 5-17-22 at 1:48 PM, while in the confines of the 12th District, they were involved in an auto accident. The complainant states 12th District officer responded and failed to prepare an accurate report.",2022-05-17,13:48:00,2447,1200,24-0634,Female,Black,44,2528
24-0635,12/9/2024 5:00:00,35,LACK OF SERVICE,"According to the complainants, on 11-24-24 at 8:43 AM, while in the confines of the 35th District, they received a phone call from a detective in reference to a vandalism report they had filed. The complainants states that the detective yelled at them for filing a vandalism report, accusing them of filing a report for a property that does not belong to them. The complainants states that the detective did not properly and accurately investigate the situation before accusing them of not owning the property.",2024-11-24,08:43:00,2448,3500,24-0635,,,,2529
24-0636,12/9/2024 5:00:00,22,LACK OF SERVICE,"According to the complainant, while in the confines of the 22nd District, they are alleging that a sergeant did not send officers from the 22nd District to address an issue they had with a vehicle blocking the walkway curb. The complainant states that they have called 911 on multiple occasions but police action has not been taken. The complainant wanted the vehicle ticketed, so that it could be towed.",NA,NA,2449,2200,24-0636,Female,Black,54,2530
24-0637,12/9/2024 5:00:00,19,*PHYSICAL ABUSE,"According to the complainant, on 12-8-24 at 8:00 PM, while in the confines of the 19th District, they pulled their tow truck on the other side of a car that was on fire. The complainant states that an officer ran over to them and told them to move their f**king truckâ. The complainant states that the officer then grabbed them out of their truck and took items from their tow truck company.",2024-12-08,20:00:00,2450,1900,24-0637,Male,Black,32,2531
24-0638,12/13/2024 5:00:00,22,*DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-8-24 at 4:30 PM, while working as a Lyft driver, they were stopped by police for having a taillight out. The complainant states that the officer deliberately kept them waiting about 12 minutes and feels that the officer was abusing their authority. The officer returned with a citation and told them that they got the ticket for having a bad attitude.",2024-12-08,16:30:00,2451,2200,24-0638,Male,,48,2532
24-0639,12/13/2024 5:00:00,22,LACK OF SERVICE,"According to the complainant, 12-1-24 at 12:45 PM, while in the confines of the 24th District, they called 911 because of an altercation they were having with a SEPTA officer. The complainant states that the officer took their tool and then sexually assaulted them. The complainant states that a sergeant told them there was not anything they could do; they had to follow up with SEPTA police to report the officer.",2024-12-01,12:45:00,2452,2200,24-0639,Female,White,33,2533
24-0640,12/13/2024 5:00:00,35,LACK OF SERVICE,"According to the complainant, on 11-23-24 at 9:00 PM, while in the confines of the 35th District, they were assaulted and seriously injured in the lobby of the district. The complainant states that a sergeant was very dismissive of the situation, to the point that they refused to allow them to identify their assailant so that they could file a report. The complainant states that the sergeant refused to arrest their assailant, informing them that they would have to arrest everyone then. The complainant states that the sergeant told them that if their nose was broken, they could come back and speak to a detective. The complainantâs nose was broken in two places and their septum was cracked.",2024-11-23,21:00:00,2453,3500,24-0640,Female,Black,56,2534
24-0641,12/13/2024 5:00:00,22,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 12-7-24 at 8:50 PM, while in the confines of the 22nd District, they were treated unprofessionally by a 22nd District officer and an unknown sergeant. Their significant other was stopped by police. The complainant states that they were told that they had to sign a consent to search, which resulted in their significant other getting arrested. The complainant states that the sergeant had an attitude.",2024-12-07,20:50:00,2454,2200,24-0641,Female,Black,24,2535
24-0642,12/13/2024 5:00:00,22,PHYSICAL ABUSE,"According to the complainant, on 12-9-24 at 6:37 PM, while in the confines of the 22nd District, they were physically abused by 22nd District officers. They were stopped by police, and the complainant states that they were forcefully removed from the vehicle and placed in the back of the patrol car. Officers searched their vehicle without permission and arrested them for marijuana. The complainant states that the officers said they had fifteen pounds of marijuana, but they stated they only had one pound.",2024-12-09,18:37:00,2455,2200,24-0642,Male,Latino,24,2536
24-0643,12/13/2024 5:00:00,25,PHYSICAL ABUSE,"According to the complainant, on 12-10-24 at 6:55 PM, while in the confines of the 25th District, they were improperly stopped by police. The complainant states that they were sitting with their feet out of the car door, when an officer grabbed them and threw them back into the car, causing their hand to bleed. The complainant also states that the officers laughed at them for crying.",2024-12-10,18:55:00,2456,2500,24-0643,Male,Black,23,2537
24-0644,12/13/2024 5:00:00,18,*VERBAL ABUSE,"According to the complainant, on 12-10-24 at 8:35 AM, while in the confines of the 18th District, they called 911 for assistance. The complainant states that they spoke to a dispatcher, who mumbled, âAll right then donât give me the f**king backstoryâ.",2024-12-10,08:35:00,2457,1800,24-0644,Female,Black,,2538
24-0645,12/13/2024 5:00:00,24,PHYSICAL ABUSE,"According to the complainant, on 12-10-24 at 4:34 PM, while in the confines of the 24th District, they were improperly stopped and physically abused by unknown 24th District officers. While walking, they were stopped by police and searched for no reason. The complainant states the officer grabbed them by their clothes and proceeded to lift up their jacket and shake their pants. The complainant asked the officer to stop, because they did not have anything. The officer then pushed them and stated, âYou can go, because I am done with you.â",2024-12-10,16:34:00,2458,2400,24-0645,Male,Black,38,2539
24-0646,12/13/2024 5:00:00,18,*DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-11-24 at 3:10 PM, their child was improperly stopped and searched by officers. Their child was stopped by police for investigation of marijuana. The complainant states that another officer was called to the location to perform the search. The complainant states that their child was issued a citation.",2024-12-11,15:10:00,2459,1800,24-0646,Female,,,2540
24-0647,12/13/2024 5:00:00,39,*DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-10-24 at 6:41 PM, while in the confines of the 39th District, they were improperly stopped by a 39th District officer. The officer followed them into a laundromat and asked them if they had a gun. The complainant states that the officer felt their right pocket to check for a gun, but no gun was found.",2024-12-10,18:41:00,2460,3900,24-0647,Male,Black,31,2542
24-0648,12/16/2024 5:00:00,14,LACK OF SERVICE,"According to the complainant, on 12-5-24 at 4:00 PM, while in the confines of the 14th District, they did not receive proper service from 14th District officers. The complainant went to the district to file a police report that was classified as a simple assault. The complainant states that the officers said that there was nothing they could do and was advised to file a private criminal complaint at 1425 Arch Street.",2024-12-05,16:00:00,2461,1400,24-0648,Female,Black,37,2543
24-0649,12/16/2024 5:00:00,15,LACK OF SERVICE,"According to the complainant, on 11-29-21, they did not receive proper service from detectives and a lieutenant assigned to the Northeast Detective Division. Their fraud report was assigned to a detective. The complainant states that the detective did nothing with the case and then they was transferred. On 1-14-23, another detective was assigned, also did nothing and was transferred. On 10-8-23, a third detective was assigned their case and nothing was done. The complainant states that they spoke to a lieutenant who stated that they could not help them and did not have the personnel to investigate the crime.",2021-11-29,NA,2462,1500,24-0649,Male,Black,73,2544
24-0650,12/16/2024 5:00:00,39,LACK OF SERVICE,"According to the complainant, on 10-28-24 at 10:00 PM, while in the confines of the 39th District, they did not receive proper service from an unknown officer. They were involved in an auto accident and transported to the hospital. The complainant states that the responding officer failed to accurately report the incident.",2024-10-28,22:00:00,2463,3900,24-0650,Male,Black,45,2545
24-0651,12/16/2024 5:00:00,35,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-26-24, departmental policy was violated by a detective assigned to Northwest Detective Division. Their stolen vehicle was recovered in another jurisdiction. The complainant states that they did not find out that their vehicle was recovered until 12-12-24.",2024-09-26,NA,2464,3500,24-0651,Female,Black,32,2546
24-0652,12/18/2024 5:00:00,9,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-15-24 at 5:40 PM, while in the confines of the 9th District, an officer operating a patrol vehicle violated departmental policy. A police vehicle made a left turn through a red light. Once the vehicle completed the turn, the lights and siren were deactivated. The complainant states that the officer improperly used its emergency lights and siren to compel them to move their vehicle so that the officer could make an illegal left turn.",2024-12-15,17:40:00,2465,0900,24-0652,Male,White,37,2547
24-0653,12/18/2024 5:00:00,14,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-24 at 8:09 PM, while in the confines of the 14th District, they were improperly stopped by 14th District officers and departmental policy was violated by a sergeant. They were stopped by police. The complainant states that the stop was not warranted due to the Driving Equality Ordinance. The complainant states that they were arrested for an expired permit to carry. The complainant states that the sergeant approved the arrest.",2024-12-02,20:09:00,2466,1400,24-0653,Female,Black,29,2548
24-0654,12/18/2024 5:00:00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-14-24 at 7:46 PM, while in the confines of the 12th District, their vehicle was improperly searched and their property was damaged by 12th District officers. They were pulled over by police. The complainant states that they were forcibly removed from the vehicle. The complainant states that an officer searched their vehicle without consent and broke the glove box.",2024-10-14,19:46:00,2467,1200,24-0654,Male,Black,20,2549
24-0655,12/18/2024 5:00:00,19,*LACK OF SERVICE,"According to the complainant, on 12-09-24 at 12:00 PM, while in the confines of the 19th District, they did not receive proper service from unknown officers. Officers failed to take police action when they were chased with a knife by a known person. The complainant states that officers failed to take action with a landlord / tenant issue.",2024-12-09,12:00:00,2468,1900,24-0655,Male,Black,2,2550
24-0656,12/23/2024 5:00:00,25,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-24, while in the confines of the 25th District, they were treated unprofessionally by a Homicide Unit detective. The detective kicked in the door to serve a warrant. The complainant states that the detective used a profanity and made an inappropriate comment towards them when they asked them to lower their weapons.",2024-11-25,NA,2469,2500,24-0656,Male,Black,35,2551
24-0657,12/23/2024 5:00:00,9,VERBAL ABUSE,"According to the complainant, on 12-18-24 at 6:38 AM, they did not receive proper service from an unknown 911 call-taker. They called 911 in regards to a barking dog. The complainant states that the 911 call-taker made an inappropriate comment as they picked up the phone.",2024-12-18,06:38:00,2470,0900,24-0657,Female,Black,43,2552
24-0658,12/23/2024 5:00:00,9,HARASSMENT,"According to the complainant, on 7-7-24 at 10:30 AM, while in the confines of the 9th District, they did not receive proper service from an unknown officer. They were involved in an automobile accident with an off-duty officer. The complainant states that the off-duty officer threw their cell phone in front of the responding officer. The complainant states that the responding officer failed to take police action. The complainant also alleged that they are now being harassed by police since the accident.",2024-07-07,10:30:00,2471,0900,24-0658,Male,Latino,56,2553
24-0659,12/23/2024 5:00:00,22,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-24 at 11:47 PM, while in the confines of the 22nd District, they were improperly stopped and verbally abused by 22nd District officers. While walking to the train station with their friends, they were stopped by officers and pursued into the underground train station. The complainant further states that the officers verbally abused and mocked them.",2024-12-18,23:47:00,2472,2200,24-0659,Male,,16,2554
24-0660,12/20/2024 5:00:00,39,LACK OF SERVICE,"According to the complainant, on 12-13-24 at 2:30 AM, while in the confines of the 39th District, their child did not receive proper service from a 39th District officer. Their child was involved in an auto accident with injuries. The officer responded and failed investigate and prepare an accurate report.",2024-12-13,02:30:00,2473,3900,24-0660,Female,Black,42,2555
24-0661,12/20/2024 5:00:00,17,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-24 at 10:30 AM, they were treated unprofessionally by their tenant, an officer assigned to the Firearms Training Unit. They called the officer and asked them for their rent money. The complainant states that the officer then sent them a photograph of themselves at the range shooting at a target.",2024-12-18,10:30:00,2474,1700,24-0661,Male,White,76,2556
24-0662,12/26/2024 5:00:00,39,PHYSICAL ABUSE,"According to the complainant, on 12-22-24 at 6:31 PM, while in the confines of the 39th District, they improperly stopped and physically abused by 39th District officers. They were stopped by police, and the complainant states they provided their information to the officers but were asked to exit the vehicle. The complainant states that an officer opened the vehicleâs door and assaulted them.",2024-12-22,18:31:00,2475,3900,24-0662,Male,Black,35,2557
24-0663,12/26/2024 5:00:00,8,UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-20-24 at 10:00 PM, while in the confines of the 8th District, they were treated unprofessionally by an unknown officer. Officers responded to a domestic incident. The complainant states that an officer joked about their social skills and mimicked them stuttering.",2024-12-20,22:00:00,2476,0800,24-0663,Male,Latino,17,2558
24-0664,12/26/2024 5:00:00,9,VERBAL ABUSE,"According to the complainant, on 12-20-24 at 9:00 AM they contacted 911 to report an emergency with their parent. The complainant states that they reached back out to 911 for an ETA and the dispatcher used an aggressive tone, profanity and hung up the phone.",2024-12-20,09:00:00,2477,0900,24-0664,,,,2559
24-0665,12/26/2024 5:00:00,7,PHYSICAL ABUSE,"According to the complainant, on 12-09-24 at 9:25 AM, they were stopped by police in the confines of the 7th District. The complainant states that they were violently pulled out of their car, knocked up against the rear of their car and patted down.",2024-12-09,09:25:00,2478,0700,24-0665,Male,Asian,39,2560
24-0666,12/30/2024 5:00:00,15,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-12-24 at 11:50 AM, while at in the confines of the 15th District, an officer conducted an illegal search of assets on their property and improperly issued a parking citation on their vehicle.",2024-12-12,11:50:00,2479,1500,24-0666,Male,Black,33,2561
24-0667,12/30/2024 5:00:00,7,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-24 at 9:00 AM, while in the confines of the 7th District, they did not receive proper service and departmental policy was violated by unknown 7th District officers. Officers responded to their missing neighbor. The complainant states that officers sat in the police wagon and laughed about the whole situation. The officers failed to provide service and the complainant believes that they were drunk.",2024-12-23,09:00:00,2480,0700,24-0667,Male,White,59,2562
24-0668,12/30/2024 5:00:00,7,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-30-24, while in the confines of the 7th District, they were treated unprofessionally by an unknown officer. An officer responded to an auto accident. The complainant states that the officerâs demeanor was frustrated and aggressive. The complainant states that the officer yelled while gesturing with their hands.",2024-11-30,NA,2481,0700,24-0668,Female,White,24,2563
24-0669,12/30/2024 5:00:00,19,PHYSICAL ABUSE,"According to the complainant, on 10-27-23, while in the confines of the 19th District, they were physically abused by 19th District officers. They were arrested by police, and the complainant states they were âyankedâ out of the vehicle and handcuffed tightly. The complainant states that they now suffer from wrist pain.",2023-10-27,NA,2482,1900,24-0669,Male,Black,,2564
24-0670,12/30/2024 5:00:00,39,*DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-2-24 at 1:00 AM, while in the confines of the 39th District, they were improperly arrested and their vehicle was improperly confiscated by unknown officers. They were arrested for a gun that was not in their possession. The complainant states that their vehicle was also confiscated even though it had nothing to do with his case.",2024-07-02,01:00:00,2483,3900,24-0670,Male,Black,52,2565
24-0671,12/30/2024 5:00:00,2,LACK OF SERVICE,"According to the complainant, on 12-25-24 at 12:40 PM while in the confines of the 2nd District they contacted 911 in regards to ongoing disputes with their roommate. The complainant states that a 2nd District officer did not use proper de-escalation skills during their response.",2024-12-25,12:40:00,2484,0200,24-0671,Male,Black,37,2566
24-0672,12/31/2024 5:00:00,14,VERBAL ABUSE,"According to the complainant, on 12-17-24 at 4:15 AM, while in the confines of the 14th District, they called 911 in reference to be being blocked in by another car. The complainant states that when the officer responded, they were rude and disrespectful. The complainant states that as they were speaking, the officer spoke to them in an aggressive manner, forcing them to return to their home because they thought the situation was escalating.",2024-12-17,04:15:00,2485,1400,24-0672,Male,Black,64,2567
24-0673,12/31/2024 5:00:00,1,LACK OF SERVICE,"According to the complainant, on 12-23-24 at 3:05 PM, while in the confines of the 1st District, they stopped an officer by tapping on the back of their patrol car. The complainant states that they explained to the officer that they had just seen the two squatters that they had evicted and wanted them arrested. The complainant states that the officer did not get out of their vehicle, they just took the report. The complainant states that the two offenders had warrants for their arrest but the officer refused to arrest them nor did they even check their identification.",2024-12-23,15:05:00,2486,0100,24-0673,Male,White,59,2568
24-0674,12/31/2024 5:00:00,9,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-24 at 4:01 PM, while in the confines of the 9th District, they were riding their bike and saw a patrol car sitting in the bus lane, with no hazard or emergency lights on. The complainant states that they had to swerve into oncoming traffic because of the patrol car. The complainant states that they rode by clapping and told the officers nice job. The officers proceeded to follow the complainant as they were riding their bike, threatening and speeding up on them, scaring them. The complainant states that while the officers followed them, they called them names and threatened to kick the sh*t out of them.",2024-12-23,16:01:00,2487,0900,24-0674,Male,White,30,2569
24-0675,12/31/2024 5:00:00,25,FALSIFICATION,"According to the complainant, on 2-10-21 at 3:30 PM, while in the confines of the 25th District, they were at the Gun Permit Unit and had an officer/detective snatched their paperwork out their hand. The complainant states that the officer signed their name on the paperwork. The complainant states that when they put an appeal in with the state police in Harrisburg, they saw that their name had been forged.",2021-02-10,15:30:00,2488,2500,24-0675,Male,Black,55,2570
24-0676,12/31/2024 5:00:00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-6-24 at 9:50 PM, while in the confines of the 12th District, they were was improperly stopped for having tinted windows and subsequently falsely arrested. The complainant states that they can prove that their windows were not tinted and that the officer improperly searched their vehicle. The officer recovered a firearm from under the passenger seat. The complainant states that the firearm was not theirs and that the officer provided false testimony at the trial in reference to the reason for the stop, as well as details from the incident.",2024-02-06,21:50:00,2489,1200,24-0676,Male,Black,45,2571
24-0677,12/31/2024 5:00:00,39,UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-26-24 at 5:30 PM, while in the confines of the 14th District, they were driving and went around a vehicle driving erratically. The complainant states that when he parked, an officer approached their vehicle and said that they had tried to run them off the road. The officer continued to yell at the complainant and said that they would be getting tickets in the mail.",2024-12-26,17:30:00,2490,3900,24-0677,Male,Black,62,2572
24-0678,1/7/2025 5:00:00,14,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-28-24 at 11:20 PM, while in the confines of the 14th District, they were improperly stopped.",2024-12-28,23:20:00,2491,1400,24-0678,Male,Black,,2573
24-0679,12/31/2024 5:00:00,15,*UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-13-24 at 11:58 AM, while in the confines of the 15th District, they spoke to a detective about a theft and possible forgery by their former attorney that occurred in 2016. The complainant states that they spoke to a detective, who was dismissive towards them and then proceeded to hang up on them. The complainant states that they called back and spoke to a sergeant, who also refused to investigate their case. The sergeant told the complainant that they would not be investigating their case, even with a police report.",2024-12-13,11:58:00,2492,1500,24-0679,Male,White,57,2574
24-0680,12/31/2024 5:00:00,9,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-20-24 at 3:00 PM, while in the confines of the 9th District, as they were being arrested, officers started singing about them being angry. The complainant states that their primary complaint is that they had a cut on their hand and that they refused medical attention. The complainant states that the officers forced medical attention on them and that they restrained them, while a physician examined their hand. The complainant also states that while in custody, they told officers that they were diabetic and needed a medic but they were ignored. The complainant states that they are under the impression that officers need to check prisoners every 15 minutes and they state that they saw the officer only two times the entire night.",2024-11-20,15:00:00,2493,0900,24-0680,Male,Latino,38,2575
24-0681,12/31/2024 5:00:00,77,*DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-23-24 at 11:51 AM, while in the confines of the Airport District, they arrived at a car rental store, to find that their significant other was experiencing a schizophrenia episode. The complainant states that they told the officers that they wanted them admitted to a hospital but the officers arrested them instead. The complainant states that the officers knew that they were in a bad mental state and that they should not have been taken into police custody.",2024-12-23,11:51:00,2494,7700,24-0681,,,,2576
24-0682,12/31/2024 5:00:00,2,*DOMESTIC,"According to the complainants, on 12-30-24 at 7:00 PM, while in the confines of the 2nd District, officer (parent of their child) came to their home threatening their arrest, stalking and refusing to leave property.",2024-12-30,19:00:00,2495,0200,24-0682,Female,Black,48,2578
24-0683,12/31/2024 5:00:00,12,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-24 at 3:51 PM, while in the confines of the 12th District, they came to retrieve their vehicle. The complainant states that their vehicle was damaged and property was missing.",2024-12-18,15:51:00,2496,1200,24-0683,Male,Black,25,2580
24-0684,12/31/2024 5:00:00,17,LACK OF SERVICE,"According to the complainant, while in the confines of the 17th District, they have called 911 and the 17th District on numerous occasions about a vehicle that was parked from 12-20-26 to 12-26-24 on their sidewalk. The complainant states that on three different occasions officers have come out but failed to issue the vehicle a parking ticket.",2026-12-20,NA,2497,1700,24-0684,,,,2581
24-0685,12/31/2024 5:00:00,25,PHYSICAL ABUSE,"According to the complainants, on 12-14-24 at 12:00 AM, while in the confines of the 25th District, police arrived at their residence, with a warrant for their childâs arrest. The complainants state that an officer pushed the complainant out of the way and walked into their home. The complainants states that the officers used profanity towards them. The complainants states that their child was taken out the house handcuffed, in only their underwear and the officers would not allow them to dress appropriately for the weather.",2024-12-14,00:00:00,2498,2500,24-0685,,Latino,,2582
24-0686,12/31/2024 5:00:00,25,VERBAL ABUSE,"According to the complainant, on 12-22-24 at 1:00 AM, while in the confines of the 25th District, they were involved in an auto accident. The complainant states that the officer who responded, used profanity and spoke to them in a very inappropriate manner. The complainant states that the officer told them that they probably got what they asked for and then told them to shut the f**k up several times.",2024-12-22,01:00:00,2499,2500,24-0686,Female,White,41,2585
24-0687,12/31/2024 5:00:00,9,VERBAL ABUSE,"According to the complainant, on 12-31-24 at 9:00 PM, while in the confines of the 9th District, they were stopped by an officer. The complainant states that the officer became agitated with them, questioning if they drove for Uber and mentioned a tragic accident that killed a passengerâs life. The complainant states that the officer told them that if they did not keep their mouth shut, they would shut their mouth forever.",2024-12-31,21:00:00,2500,0900,24-0687,Male,Asian,44,2586
24-0688,12/31/2024 5:00:00,2,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-24 at 7:00 AM, while in the confines of the 2nd District, their parked vehicle was struck by another car. The complainant states that the officer, who responded, called a tow company to take their vehicle. The complainant states that they signed the vehicle over the tow company, assuming it was needed to finish the investigation. The complainant states that that they later found out that they did not need to have their vehicle towed and it would cost them a large amount of money to get it out of the tow yard. The complainant feels that if the officer had not called the tow company without their permission, they would have left it in front of their home until they spoke to their insurance company.",2024-12-18,07:00:00,2501,0200,24-0688,Female,,36,2587
25-0001,1/8/2025 5:00:00,25,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-24 at 5:15 PM, while in the confines of the 25th District, an unknown officer damaged property and violated departmental policy. Officers responded to a domestic incident. The complainant states that an officer broke the front door of the property to allow their roommate to gain access and remove furniture that they did not own.",2024-12-31,17:15:00,2502,2500,25-0001,Female,Latino,22,2588
25-0002,1/8/2025 5:00:00,2,DEPARTMENTAL VIOLATIONS,"According to the complainant, 8-23-24 at 9:55 AM, while in the confines of the 2nd District, a security guard accused them of stealing. The complainant states that they were then approached by an officer, who told them to leave or they would arrest them for trespassing. As the complainant was leaving the parking lot, they stopped to confront the security guard again and the officer told them they were going issue them a ticket. The complainant states that they received two tickets in the mail.",2024-08-23,09:55:00,2503,0200,25-0002,Female,White,64,2589
25-0003,1/8/2025 5:00:00,14,PHYSICAL ABUSE,"According to the complainant, on 1-3-25 at 9:00 PM, while in the confines of the 14th District, they were physically abused and improperly stopped by 14th District officers. They were stopped by police. The complainant states that they were physically pulled from the vehicle and officers searched them and their vehicle without permission.",2025-01-03,21:00:00,2504,1400,25-0003,Male,Black,35,2590
25-0004,1/8/2025 5:00:00,18,CRIMINAL ALLEGATION,"According to the complainant, on 1-3-25, while in the confines of the 18th District, they alleged a theft by an unknown officer. An unknown officer took property and money from them.",2025-01-03,NA,2505,1800,25-0004,Male,Black,33,2591
25-0005,1/8/2025 5:00:00,9,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-5-25 at 11:30 AM, while in the confines of the 9th District, an officer yelled out a slur, referring to them as a âfag*ot.â The complainant states that they were a pharmacy and saw the officers talking to the store clerk. When the officers and store clerk were done talking, the complainant was detained for shoplifting. The complainant states that the officers searched their belongings and took their property.",2025-01-05,11:30:00,2506,0900,25-0005,Male,Black,38,2592
25-0006,1/8/2025 5:00:00,18,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-20-24 at 9:00 PM while in the confines of the 18th District, they were pulled over for having tinted windows. The complainant states that they were removed from their vehicle and officers illegally searched them and their vehicle.",2024-12-20,21:00:00,2507,1800,25-0006,Male,Black,28,2593
25-0007,1/8/2025 5:00:00,2,LACK OF SERVICE,"According to the complainant, on 1-3-25 at 5:10 PM, while in the confines of the 2nd District, they did not receive proper service from a 2nd District officer. They went to the district to file a report. The complainant states that the officer took the report but failed to accurately document the incident.",2025-01-03,17:10:00,2508,0200,25-0007,Female,Black,53,2594
25-0008,1/8/2025 5:00:00,35,VERBAL ABUSE,"According to the complainant, on 8-3-24, while in the confines of the 35th District, they were verbally abused by unknown officers. They witnessed officers place a person under arrest. The complainant states that officers used profanities towards them when they noticed them.",2024-08-03,NA,2509,3500,25-0008,Male,Latino,35,2595
25-0009,1/8/2025 5:00:00,8,LACK OF SERVICE,"According to the complainant, on 12-21-24 at 9:50 AM, while in the confines of the 8th District, they were involved in an auto accident. The complainant states that they sat in their vehicle for about 30 minutes before they were noticed by a tow truck driver. The complainant states that the officer approached them and asked for their information. The complainant informed the officer several times that they needed medical attention but the officer failed to call for an ambulance and did not offer to take them to the hospital. The complainant states that the tow truck operator transported them to the hospital, where they were admitted for cardiac issues.",2024-12-21,09:50:00,2510,0800,25-0009,Female,White,74,2596
25-0010,1/8/2025 5:00:00,9,CRIMINAL ALLEGATION,"According to the complainant, on 1-1-25, departmental policy was violated and they were verbally abused by an off-duty, 911 dispatcher. While on a social media app, the dispatcher, who is a family member of their childrenâs parent, threatened to cause them physical harm. The complainant states that the dispatcher also came to their home and aggressively banged on their front door.",2025-01-01,NA,2511,0900,25-0010,Female,Latino,,2597
25-0011,1/8/2025 5:00:00,24,PHYSICAL ABUSE,"According to the complainant, on 1-8-25 at 7:00 AM, while in the confines of the 24th District, they were improperly stopped and physically abused by Narcotics Strike Force officers. While inside of their vehicle, outside of their home, officers approached and knocked on the window. When the complainant opened the car door, they were grabbed by police, removed from the vehicle and physically assaulted. The officers threw their property all over the inside of their vehicle.",2025-01-08,07:00:00,2512,2400,25-0011,Male,Black,,2598
